Code,smlmitzrach,shmmitzrach,makor,edible,psolet,ahuz_ibud_nozlim,protein,total_fat,carbohydrates,food_energy,alcohol,moisture,total_dietary_fiber,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,vitamin_a_iu,carotene,vitamin_e,vitamin_c,thiamin,riboflavin,niacin,vitamin_b6,folate,folate_dfe,vitamin_b12,cholesterol,saturated_fat,butyric,caproic,caprylic,capric,lauric,myristic,palmitic,stearic,oleic,linoleic,linolenic,arachidonic,docosahexanoic,palmitoleic,parinaric,gadoleic,eicosapentaenoic,erucic,docosapentaenoic,mono_unsaturated_fat,poly_unsaturated_fat,vitamin_d,total_sugars,trans_fatty_acids,vitamin_a_re,isoleucine,leucine,valine,lysine,threonine,methionine,phenylalanine,tryptophan,histidine,tyrosine,arginine,cystine,serine,vitamin_k,pantothenic_acid,iodine,selenium,sugar_alcohols,choline,biotin,manganese,fructose,tarich_ptiha,tarich_idkun,shmmitzrach,תרומה לשומן בטני
3460,71103018,"תפוחי אדמה, מבושלים, ללא קליפה, עם בצל מטוגן בקנולה, ללא שמן",4,0,0,10,1.9,2.2,18.6,107,0,73.2,2.1,14.3,0.34,21.1,44.9,338.3,219.1,0.3,0.16,0,2,0.4,8.7,0.1,0.02,1.21,0.27,12.6,0,0,0,0.19,0,0,0,0.001,0.003,0.002,0.113,0.048,1.272,0.423,0.198,0,0,0.005,0,0.027,0,0,0,1.3,0.62,0,2.1,0,0,0.004,0.008,0.006,0.012,0.006,0.001,0.008,0.004,0.004,0.004,0.032,0.001,0.006,3.48,0.04,0,0.4,0,13.7,0,0,0.4,0,08/03/2022 16:51:38:183,"תפוחי אדמה, מבושלים, ללא קליפה, עם בצל מטוגן בקנולה, ללא שמן",מותר
3463,71103058,"תפוחי אדמה, מבושלים, ללא קליפה, עם פטריות ובצל עם שמן סויה",4,0,0,10,2.4,5.4,14.7,114,0,73.5,2.1,12.1,0.74,20.7,66.1,410.5,186.1,0.36,0.16,1.2,1,0.4,15.5,0.08,0.1,1.64,0.26,17.5,0,0.01,0,0.83,0,0,0,0.001,0.002,0.001,0.571,0.238,1.181,2.727,0.363,0,0,0.001,0,0.012,0,0,0,1.19,3.09,0.05,1.4,0,0,0.069,0.105,0.134,0.11,0.078,0.032,0.084,0.025,0.041,0.048,0.105,0.022,0.08,11.12,0.58,0,2.4,0,13.8,0,0.1,0.4,0,0,"תפוחי אדמה, מבושלים, ללא קליפה, עם פטריות ובצל עם שמן סויה",מותר
3464,71103110,"תפוחי אדמה, מבושלים, עם קליפה, עם מלח, ללא תוספת שומן",1,0,0,0,1.9,0.1,18.2,86,0,76.5,1.8,5,0.31,22,44,377,241,0.3,0.19,0,2,0,12.9,0.1,0.02,1.43,0.3,10,0,0,0,0.03,0,0,0,0.001,0.003,0.001,0.016,0.004,0.001,0.032,0.01,0,0,0.001,0,0,0,0,0,0,0.04,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0.3,0,13.4,0,0,0,0,0,"תפוחי אדמה, מבושלים, עם קליפה, עם מלח, ללא תוספת שומן",מותר
3465,71104008,תפוחי אדמה אפויים במרגרינה,4,0,0,15,2.2,3.8,19.4,119,0,70.1,2.4,13.6,0.87,25.6,63.3,467.3,213.5,0.32,0.12,1.8,1,0.3,20.8,0.08,0.03,1.17,0.33,17.8,0,0,0,1.22,0,0,0,0.001,0.003,0.003,0.427,0.253,1.058,1.606,0.201,0,0,0.001,0,0.007,0,0,0,1.07,1.81,0,0.9,0,0,0.073,0.109,0.114,0.119,0.074,0.036,0.09,0.023,0.039,0.053,0.112,0.027,0.082,7.27,0.34,0,0.3,0,13.4,0,0.2,0.3,0,0,תפוחי אדמה אפויים במרגרינה,אסור
3466,71104010,"תפוחי אדמה, צלויים, ללא תוספת שומן, עם מלח",1,0,0,0,2.5,0.1,18.8,95,0,74.3,2.7,15,0.96,28,70,519,108,0.36,0.13,0,1,0,19.4,0.08,0.04,1.23,0.34,18,0,0,0,0.03,0,0,0,0.001,0.004,0.001,0.02,0.005,0.001,0.039,0.012,0,0,0.001,0,0,0,0,0,0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.4,0,14.9,0,0,0,0,27/01/2019 13:07:24:333,"תפוחי אדמה, צלויים, ללא תוספת שומן, עם מלח",מותר
3467,71104018,"תפוחי אדמה, אפויים, ללא קליפה, עם שמן זית",4,0,0,15,2.2,6.7,19.3,144,0,67.3,2.4,13.5,0.9,25.4,62.9,464.7,263.4,0.32,0.12,1.8,1,1,20.7,0.08,0.03,1.16,0.33,17.7,0,0,0,0.91,0,0,0,0.001,0.003,0.001,0.765,0.134,4.72,0.682,0.061,0,0,0.084,0,0.021,0,0,0,4.83,0.74,0,0.9,0,0,0.073,0.108,0.114,0.118,0.074,0.035,0.089,0.023,0.039,0.053,0.111,0.026,0.082,6.08,0.33,0,0.3,0,13.4,0,0.2,0.3,0,0,"תפוחי אדמה, אפויים, ללא קליפה, עם שמן זית",מותר
3468,71104028,"תפוחי אדמה, אפויים, ללא קליפה, עם שמן קנולה",4,0,0,15,2.2,6.7,19.3,144,0,67.3,2.4,13.4,0.86,25.4,63,465.5,178.1,0.32,0.12,1.8,1,1.2,20.7,0.08,0.03,1.17,0.33,17.7,0,0,0,0.49,0,0,0,0.001,0.003,0.001,0.303,0.143,4.097,1.296,0.617,0,0,0.015,0,0.087,0,0,0,4.2,1.91,0,0.9,0,0,0.073,0.108,0.114,0.118,0.074,0.035,0.09,0.023,0.039,0.053,0.112,0.027,0.082,6.83,0.33,0,0.3,0,13.4,0,0.2,0.3,0,0,"תפוחי אדמה, אפויים, ללא קליפה, עם שמן קנולה",מותר
3471,71104058,"תפוחי אדמה, מאודים, ללא קליפה, ללא שמן",4,0,29.2,15,1.5,0.1,13.8,61,0,80.6,2.1,8.1,0.46,18.4,54.4,357,286,0.26,0.1,5.6,4,0,7.6,0.06,0.03,0.93,0.18,15.8,0,0,0,0.02,0,0,0,0.001,0.003,0.001,0.014,0.004,0.001,0.028,0.009,0,0,0.001,0,0,0,0,0,0,0,0,1,0,0,0.047,0.07,0.074,0.076,0.048,0.023,0.058,0.015,0.025,0.034,0.072,0.018,0.054,1.4,0.25,0,0.3,0,9.6,0,0,0,0,30/05/2022 12:03:32:09,"תפוחי אדמה, מאודים, ללא קליפה, ללא שמן",מותר
3476,71201010,"תפוחי אדמה, חטיף, צ'יפס, כולל ראפלס",1,0,0,0,6.6,37.5,45.3,547,0,2.3,4.4,24,1.61,70,155,1642,525,2.39,0.4,0,0,6.7,18.6,0.06,0.23,4.18,0.72,75,0,0,0,10.96,0,0,0,0,0.08,0.3,9.32,1.11,9.51,11.98,0.19,0,0,0.18,0,0.15,0,0,0,9.84,12.17,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תפוחי אדמה, חטיף, צ'יפס, כולל ראפלס",אסור
3477,71201019,"תפוחי אדמה, חטיף, תפוצ'יפס/טבעי/ קראנצ', שטראוס",3,0,0,0,5.9,34,53,542,0,2.5,4.3,17.5,0.78,42.8,101.2,712.3,519,0.45,0.1,0,4,14,52.5,0.64,0.07,4.06,0.49,29.8,0,0,0,4,0,0,0,0.001,0.003,0.001,2.051,1.577,6.621,22.354,0.018,0,0,0.001,0,0,0,0,0,6.62,22.39,0,0,0,0.6,0.176,0.276,0.277,0.296,0.175,0.082,0.32,0.051,0.098,0.147,0.281,0.071,0.21,7.48,1.35,0,8.7,0,35.7,0,0.1,0.6,0,0,"תפוחי אדמה, חטיף, תפוצ'יפס/טבעי/ קראנצ', שטראוס",אסור
3483,71201100,"תפוחי אדמה, חטיף, צ'יפס, מעוצב, כולל פרינגלס",1,0,0,0,4.4,38.4,48.9,559,0,2.5,3.1,27,0.82,43,125,751,529,0.48,0.12,0,0,11.4,8.2,0.12,0.02,3.24,0.41,7,0,0,0,9.49,0.004,0,0.007,0.012,0.009,0.258,8.078,0.947,6.803,13.492,0.07,0,0.004,0.177,0,0.038,0.017,0.001,0.002,7.05,15.5,0,1.1,0,0,0.261,0.389,0.346,0.372,0.258,0.069,0.272,0.046,0.132,0.233,0.287,0.076,0.243,7.2,0.6,0,2.2,0,32.8,0,0.3,0.2,0,0,"תפוחי אדמה, חטיף, צ'יפס, מעוצב, כולל פרינגלס",אסור
3484,71203009,"חטיף תפוחי אדמה, דובונים, טעמים שונים, אסם",3,0,0,0,2.7,30.5,61.1,530,0,4.8,2.3,8.9,0.55,21,51.8,331.8,650,0.24,0.07,0,2,2.6,24.4,0.3,0.03,1.89,0.23,13.9,0,0,0,10,0,0,0,0,0.002,0.001,3.28,1.404,7.027,15.896,2.121,0,0,0,0,0.073,0,0,0,7.1,18.02,0,2.4,0,0.3,0.086,0.142,0.134,0.14,0.085,0.04,0.154,0.024,0.048,0.072,0.135,0.035,0.102,59.86,0.63,0,5.1,0,16.7,0,0.1,0.3,0,0,"חטיף תפוחי אדמה, דובונים, טעמים שונים, אסם",מותר
3488,71401018,"תפוחי אדמה, מטוגנים, צ'יפס בשמן סויה",4,0,0,55,4.1,7.5,35.8,222,0,46.1,4.5,24.9,1.61,47.1,116.8,862.7,453.5,0.6,0.22,3.3,2,0.6,38.3,0.16,0.05,2.16,0.6,32.8,0,0,0,1.14,0,0,0,0.002,0.006,0.002,0.794,0.331,1.645,3.777,0.515,0,0,0.002,0,0.017,0,0,0,1.66,4.29,0,1.6,0,0,0.135,0.201,0.211,0.219,0.137,0.066,0.166,0.043,0.072,0.098,0.207,0.049,0.152,17.29,0.6,0,0.6,0,24.8,0,0.3,0.5,0,0,"תפוחי אדמה, מטוגנים, צ'יפס בשמן סויה",אסור
3489,71401020,"תפוחי אדמה, מטוגנים, קפואים, אפויים בתנור",1,0,0,0,2.7,5.2,24.9,164,0,62.5,2.8,12,0.74,26,97,451,388,0.38,0.14,0,3,0.1,13.3,0.13,0.03,2.22,0.18,28,0,0,0,1.03,0,0,0,0,0,0,0.548,0.445,3.224,0.279,0.021,0,0,0.005,0,0.008,0,0,0,3.24,1.5,0,0.3,0,0,0.096,0.161,0.152,0.162,0.095,0.044,0.117,0.024,0.056,0.094,0.159,0.044,0.12,2.5,0.46,0,0.2,0,23.7,0,0.2,0,0,0,"תפוחי אדמה, מטוגנים, קפואים, אפויים בתנור",מותר
3490,71401028,"תפוחי אדמה, מטוגנים, צ'יפס בשמן תירס",4,0,0,55,4.1,7.5,35.8,223,0,46.1,4.5,24.9,1.6,47.1,116.8,862.7,453.5,0.6,0.22,3.3,2,1.1,38.3,0.16,0.05,2.16,0.6,32.8,0,0,0,0.94,0,0,0,0.002,0.006,0.004,0.803,0.143,1.993,3.964,0.105,0,0,0.01,0,0.009,0,0,0,2.01,4.07,0,1.6,0,0,0.135,0.201,0.211,0.219,0.137,0.066,0.166,0.043,0.072,0.098,0.207,0.049,0.152,4.03,0.6,0,0.6,0,24.8,0,0.3,0.5,0,0,"תפוחי אדמה, מטוגנים, צ'יפס בשמן תירס",אסור
3491,71401029,"תפוחי אדמה, מטוגנים, צ'יפס קפוא לתנור, תפוגן",3,0,0,0,3,6,27.8,177,0,65.5,1.5,6.8,0.27,16.7,33.6,272.9,40,0.23,0.14,0,2,0.5,6.2,0.08,0.02,1.09,0.22,7.5,0,0,0,2.8,0,0,0,0.001,0.003,0.001,0.584,0.245,1.231,2.806,0.379,0,0,0.001,0,0.013,0,0,0,1.24,3.19,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.79,0,0,0.3,0,11,0,0,0,0,0,"תפוחי אדמה, מטוגנים, צ'יפס קפוא לתנור, תפוגן",אסור
3492,71401038,"תפוחי אדמה, מטוגנים, צ'יפס בשמן קנולה",4,0,0,55,4.1,7.5,35.8,222,0,46.1,4.5,24.9,1.6,47.1,116.8,862.7,453.5,0.6,0.22,3.3,2,1.3,38.3,0.16,0.05,2.16,0.6,32.8,0,0,0,0.54,0,0,0,0.002,0.006,0.002,0.346,0.16,4.5,1.45,0.686,0,0,0.018,0,0.096,0,0,0,4.61,2.14,0,1.6,0,0,0.135,0.201,0.211,0.219,0.137,0.066,0.166,0.043,0.072,0.098,0.207,0.049,0.152,9.09,0.6,0,0.6,0,24.8,0,0.3,0.5,0,0,"תפוחי אדמה, מטוגנים, צ'יפס בשמן קנולה",אסור
3495,71401049,"תפוחי אדמה, מטוגנים, צ'יפס קפוא למיקרוגל, תפוגן",3,0,0,0,2.9,8,25.8,187,0,66.4,1.5,7,0.27,17,34.1,277.8,25,0.23,0.14,0,2,0.5,6.3,0.08,0.02,1.11,0.23,7.7,0,0,0,3.5,0,0,0,0.001,0.003,0.013,0.937,0.849,3.044,1.969,0.148,0,0,0.002,0,0.007,0,0,0,3.05,2.12,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,0.05,0,0.3,0,11.2,0,0,0,0,0,"תפוחי אדמה, מטוגנים, צ'יפס קפוא למיקרוגל, תפוגן",אסור
3496,71402038,"תפוחי אדמה, מטוגנים, צ'יפס בשמן זית",4,0,0,55,4.1,7.5,35.8,222,0,46.1,4.5,24.9,1.64,47.1,116.8,862.8,453.6,0.6,0.22,3.3,2,1.1,38.3,0.16,0.05,2.16,0.6,32.8,0,0,0,1.01,0,0,0,0.002,0.006,0.002,0.855,0.15,5.194,0.777,0.076,0,0,0.093,0,0.023,0,0,0,5.32,0.85,0,1.6,0,0,0.135,0.201,0.211,0.219,0.137,0.066,0.166,0.043,0.072,0.098,0.207,0.049,0.152,8.28,0.6,0,0.6,0,24.8,0,0.3,0.5,0,0,"תפוחי אדמה, מטוגנים, צ'יפס בשמן זית",אסור
3498,71402058,"תפוחי אדמה, מטוגנים, צ'יפס בשמן חמניות",4,0,0,55,4.1,7.5,35.8,222,0,46.1,4.5,24.9,1.6,47.1,116.8,862.7,453.5,0.6,0.22,3.3,2,3,38.3,0.16,0.05,2.16,0.6,32.8,0,0,0,0.75,0,0,0,0.002,0.006,0.002,0.463,0.336,1.423,4.852,0.02,0,0,0.002,0,0,0,0,0,1.42,4.87,0,1.6,0,0,0.135,0.201,0.211,0.219,0.137,0.066,0.166,0.043,0.072,0.098,0.207,0.049,0.152,4.29,0.6,0,0.6,0,24.8,0,0.3,0.5,0,0,"תפוחי אדמה, מטוגנים, צ'יפס בשמן חמניות",אסור
3499,71403000,"תפוחי אדמה, מבושלים, עם קליפה, מטוגנים",1,0,0,0,2.2,9.6,21.1,185,0,63,2.2,9,0.38,25,52,434,310,0.35,0.21,0,2,1.2,12.8,0.11,0.03,1.59,0.34,12,0,0,0,1.28,0,0,0,0.001,0.003,0.002,0.879,0.305,3.779,3.614,0.555,0,0,0.022,0,0.052,0,0,0,3.85,4.17,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0.4,0,14.9,0,0,0,0,0,"תפוחי אדמה, מבושלים, עם קליפה, מטוגנים",מותר
3501,71403018,"תפוחי אדמה, מבושלים, ללא קליפה, עם רסק עגבניות ושמן סויה",4,0,0,10,1.3,3.7,13.4,95,0,78.3,1.3,9.2,0.27,16,29.6,247.9,244.5,0.21,0.12,0,31,0.4,5.6,0.08,0.02,0.97,0.19,6.5,0,0,0.1,0.59,0,0,0,0.001,0.002,0.001,0.382,0.159,0.796,1.819,0.246,0,0,0.001,0,0.008,0,0,0,0.8,2.07,0,0.9,0,2.5,0.001,0.002,0.001,0.002,0.002,0,0.002,0,0.001,0.001,0.001,0.001,0.002,8.32,0,0,0.3,0,9.9,0,0,0,0,0,"תפוחי אדמה, מבושלים, ללא קליפה, עם רסק עגבניות ושמן סויה",מותר
3504,71501008,"תפוחי אדמה, פירה עם בצל ושמן סויה, ללא חלב",4,0,0,7.5,1.7,5.2,17.2,126,0,72.2,1.9,10.6,0.31,19.2,39.8,310.6,214.7,0.27,0.15,0,2,0.4,7.6,0.09,0.02,1.17,0.25,10.6,0,0,0,0.82,0,0,0,0.001,0.003,0.001,0.548,0.228,1.143,2.606,0.353,0,0,0.001,0,0.012,0,0,0,1.16,2.96,0,1.4,0,0,0.002,0.004,0.003,0.006,0.003,0,0.004,0.002,0.002,0.002,0.016,0.001,0.003,11.22,0.02,0,0.3,0,12.5,0,0,0.2,0,0,"תפוחי אדמה, פירה עם בצל ושמן סויה, ללא חלב",מותר
3505,71501018,"תפוחי אדמה, פירה עם חלב וחמאה",4,0,0,7.5,1.9,4.8,17.6,126,0,72,1.7,17.2,0.3,20,46.3,322.2,234.8,0.3,0.16,149.5,11,0.1,7,0.1,0.03,1.25,0.26,9.1,0,0.05,14.1,2.83,0.183,0.116,0.071,0.146,0.151,0.432,1.27,0.581,1.159,0.189,0.032,0,0,0.054,0,0.005,0,0,0,1.22,0.22,0.18,1.2,0,39.7,0.014,0.026,0.018,0.023,0.011,0.007,0.014,0.003,0.008,0.014,0.008,0.002,0.016,2.41,0.03,0,0.6,0,14.7,0,0,0,0,0,"תפוחי אדמה, פירה עם חלב וחמאה",אסור
3506,71501028,"תפוחי אדמה, פירה עם מרגרינה",4,0,0,7.5,1.7,3.6,18.6,119,0,72.2,1.9,8.4,0.32,20.6,41.1,335.2,281.7,0.28,0.17,0,2,0.3,7.6,0.1,0.02,1.34,0.27,9.3,0,0,0,1.18,0,0,0,0.001,0.003,0.003,0.403,0.239,1,1.518,0.189,0,0,0.001,0,0.006,0,0,0,1.01,1.71,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04,0.01,0,0.3,0,13.5,0,0,0,0,0,"תפוחי אדמה, פירה עם מרגרינה",אסור
3507,71501038,"תפוחי אדמה, פירה עם שמן זית",4,0,0,7.5,1.7,6,18.6,139,0,69.8,1.9,8.3,0.35,20.6,41.1,335.3,248.9,0.28,0.17,0,2,0.9,7.6,0.1,0.02,1.34,0.27,9.3,0,0,0,0.84,0,0,0,0.001,0.003,0.001,0.68,0.119,4.188,0.606,0.055,0,0,0.075,0,0.018,0,0,0,4.29,0.66,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0.3,0,13.5,0,0,0,0,0,"תפוחי אדמה, פירה עם שמן זית",מותר
3508,71501048,"תפוחי אדמה, פירה עם חמאה",4,0,0,7.5,1.8,4.9,18.6,131,0,70.8,1.9,9.8,0.32,20.7,42.7,336.7,249.4,0.29,0.17,148.4,11,0.2,7.6,0.1,0.02,1.34,0.27,9.4,0,0.01,14.5,2.91,0.192,0.119,0.071,0.151,0.157,0.443,1.305,0.598,1.187,0.195,0.029,0,0,0.058,0,0.006,0,0,0,1.25,0.22,0.09,0.9,0,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0.4,0,14.7,0,0,0,0,0,"תפוחי אדמה, פירה עם חמאה",אסור
3520,71601008,סלט תפוחי אדמה עם מלפפון כבוש ומיונז,4,0,0,0,1.5,6.5,14.5,127,0,73.9,1.6,6.9,0.37,16.6,36.9,259.3,515,0.23,0.15,23.6,12,0.4,6,0.08,0.02,1.01,0.26,7.7,0,0.03,4.3,1.03,0,0,0,0.001,0.003,0.007,0.658,0.267,1.572,3.082,0.394,0,0,0.01,0,0.008,0,0,0,1.59,3.48,0.02,1,0,0.9,0.004,0.005,0.004,0.005,0.003,0.001,0.003,0.001,0.002,0.002,0.008,0.001,0.004,10.86,0.01,0,0.4,0,13.1,0,0,0,0,0,סלט תפוחי אדמה עם מלפפון כבוש ומיונז,מותר
3521,71601018,"סלט תפוחי אדמה עם ביצה, מלפפון כבוש ומיונז",4,0,0,0,2.4,4.8,13.4,110,0,76,1.5,13,0.45,17.7,48.7,282,538.9,0.32,0.14,44.1,69,0.4,11,0.08,0.06,0.95,0.25,14.6,0,0.1,29,0.87,0,0,0,0.001,0.002,0.007,0.573,0.222,1.228,1.959,0.246,0.011,0.003,0.028,0,0.01,0,0.011,0,1.28,2.22,0.17,1.7,0,16.2,0.055,0.087,0.063,0.076,0.05,0.03,0.055,0.014,0.026,0.041,0.075,0.022,0.074,25.71,0.13,0,2.8,0,32,0,0,0.2,0,0,"סלט תפוחי אדמה עם ביצה, מלפפון כבוש ומיונז",מותר
3522,71601028,"סלט תפוחי אדמה עם אפונה, גזר, מלפפון כבוש ומיונז",4,0,0,0,1.7,4.9,12.3,106,0,77,2.2,12.3,0.41,16.9,40.6,278.8,310.6,0.28,0.13,8.6,1918,0.6,8.5,0.09,0.03,1.03,0.25,11.5,0,0.02,3.1,0.77,0,0,0,0.001,0.002,0.005,0.497,0.197,1.163,2.299,0.296,0,0,0.007,0,0.009,0,0.01,0,1.19,2.59,0.01,1.7,0,195.2,0.015,0.024,0.018,0.024,0.015,0.006,0.015,0.003,0.008,0.009,0.031,0.003,0.014,11.68,0.02,0,0.8,0,13.8,0,0,0,0,0,"סלט תפוחי אדמה עם אפונה, גזר, מלפפון כבוש ומיונז",מותר
3523,71601038,"סלט תפוחי אדמה עם חזה עוף, אפונה, ביצה, גזר ומיונז",4,0,0,0,8.3,5.1,9.1,121,0,74.1,1.6,13.4,0.44,18,81.6,269.9,313.5,0.47,0.1,32.9,1411,0.6,6.2,0.08,0.1,2.31,0.3,12.7,0,0.12,46.1,0.94,0,0,0,0.005,0.003,0.009,0.625,0.234,1.26,1.856,0.222,0.023,0.004,0.049,0,0.011,0.001,0.007,0.002,1.39,2.14,0.15,1.2,0,155,0.053,0.084,0.06,0.073,0.048,0.029,0.052,0.011,0.024,0.038,0.069,0.02,0.069,7.1,0.1,0,9.4,0,44.4,0,0,0,0,0,"סלט תפוחי אדמה עם חזה עוף, אפונה, ביצה, גזר ומיונז",מותר
3524,71601048,"סלט תפוחי אדמה עם פסטרמה, אפונה, ביצה, גזר ומיונז",4,0,0,0,4,4.9,10.3,106,0,77.2,1.7,14.3,0.53,16.3,59,249.4,363.7,0.41,0.12,48.6,1499,0.5,6.8,0.08,0.07,1.21,0.24,12.6,0,0.11,31.6,0.93,0,0,0,0.001,0.002,0.009,0.629,0.236,1.294,1.961,0.24,0.017,0.003,0.054,0,0.01,0,0.008,0.001,1.38,2.23,0.16,1.6,0,163,0.116,0.182,0.126,0.185,0.103,0.064,0.102,0.013,0.062,0.086,0.158,0.035,0.125,10.8,0.15,0,4.9,0,33.2,0,0,0,0,0,"סלט תפוחי אדמה עם פסטרמה, אפונה, ביצה, גזר ומיונז",אסור
3525,71601058,"סלט תפוחי אדמה עם ביצה, אפונה, גזר ומיונז",4,0,0,0,2.6,5.5,11.7,113,0,76.3,2,15.8,0.45,16.5,51.2,273.2,274.5,0.35,0.12,42.3,1814,0.6,8,0.09,0.07,0.98,0.24,14.4,0,0.11,33.2,1,0,0,0,0.001,0.002,0.007,0.659,0.254,1.404,2.272,0.281,0.012,0.003,0.032,0,0.011,0,0.009,0,1.46,2.57,0.19,1.6,0,196.7,0.068,0.109,0.078,0.094,0.062,0.037,0.067,0.015,0.031,0.049,0.088,0.026,0.088,9.07,0.13,0,3.3,0,36.5,0,0,0,0,0,"סלט תפוחי אדמה עם ביצה, אפונה, גזר ומיונז",מותר
3527,71601088,"סלט תפוחי אדמה עם ביצה, אפונה, בצל, מלפפון כבוש",4,0,0,0,3,5.3,11.5,112,0,76,2.2,15.7,0.65,17.7,55.4,244.4,484.6,0.41,0.13,47.5,177,0.5,9.8,0.09,0.07,0.95,0.22,18.3,0,0.1,31.3,0.96,0,0,0,0.001,0.002,0.007,0.637,0.241,1.334,2.165,0.276,0.011,0.003,0.03,0,0.01,0,0.009,0,1.38,2.46,0.18,1.6,0,26.1,0.09,0.144,0.104,0.131,0.085,0.045,0.091,0.02,0.044,0.062,0.143,0.029,0.108,34.71,0.18,0,3.2,0,37.7,0,0.1,0.1,0,0,"סלט תפוחי אדמה עם ביצה, אפונה, בצל, מלפפון כבוש",מותר
3528,71601098,"סלט תפוחי אדמה עם ביצה, אפונה, מלפפון כבוש ומיונז",4,0,0,0,2.9,3.3,13.3,100,0,76.8,1.7,11.1,0.49,17.8,53.5,270.2,521,0.36,0.14,60.7,51,0.1,8.8,0.09,0.07,1.01,0.21,13.4,0,0.11,36.4,0.66,0,0,0.035,0.001,0.002,0.007,0.492,0.151,0.888,1.271,0.146,0.014,0.004,0.031,0,0.006,0,0.011,0,0.94,1.44,0.22,1,0,18.7,0.084,0.133,0.095,0.115,0.076,0.045,0.082,0.018,0.038,0.06,0.11,0.032,0.108,6.97,0.16,0,3.6,0,40.4,0,0,0,0,0,"סלט תפוחי אדמה עם ביצה, אפונה, מלפפון כבוש ומיונז",מותר
3533,71603009,"סלט תפוחי אדמה, אחלה",3,0,0,0,2.5,12.5,9,153,0,74,1.2,17.4,0.6,13.7,47.6,232.7,550,0.28,0.11,239.3,55,0,9.2,0.07,0.05,0.82,0.13,6.4,0,0,17,1.7,0,0,0,0,0.017,0.02,1.576,0.564,3.686,5.099,0.564,0,0,0.082,0,0.014,0,0,0,3.78,5.7,0,0,0,48.8,0.132,0.188,0.16,0.16,0.108,0.062,0.126,0.039,0.058,0.097,0.142,0.048,0.153,0,0.49,0,3.8,0,0,0,0.1,0,0,16/02/2021 19:11:33:153,"סלט תפוחי אדמה, אחלה",מותר
3536,71604009,"סלט תפוחי אדמה במיונז, שטראוס",3,0,0,0,2.5,12.5,9,150,0,73.1,1.4,13.9,0.5,13.1,47.5,197,600,0.3,0.12,31.3,923,0.7,4.1,0.06,0.07,0.66,0.15,11,0,0.13,50,2,0,0,0,0.001,0.003,0.013,1.463,0.557,2.877,6.115,0.849,0.023,0.005,0.046,0,0.039,0.001,0.004,0,2.97,7,0.25,1.6,0,122,0.015,0.021,0.017,0.018,0.013,0.007,0.013,0.003,0.006,0.01,0.021,0.004,0.018,34.96,0.04,0,3.7,0,43.1,0,0,0,0,0,"סלט תפוחי אדמה במיונז, שטראוס",מותר
3537,71701008,לביבות תפוחי אדמה ללא שמן,4,0,0,25,4.2,1.1,24.4,124,0,65.6,2.7,20.6,1.15,29.3,92.1,513.3,358.1,0.51,0.14,1.9,1,0.1,22,0.1,0.06,1.31,0.36,24.6,0,0.09,36.9,0.32,0,0,0,0.002,0.004,0.004,0.248,0.085,0.344,0.212,0.018,0.019,0.006,0.021,0,0.003,0,0,0.001,0.37,0.26,0.2,1,0,13.5,0.163,0.26,0.228,0.228,0.148,0.085,0.19,0.048,0.084,0.122,0.222,0.067,0.21,2.27,0.52,0,5.2,0,43.9,0,0.2,0.3,0,0,לביבות תפוחי אדמה ללא שמן,מותר
3538,71701018,לביבות תפוחי אדמה מטוגנות בשמן סויה,4,0,0,25,3.6,13.2,21.4,216,0,57.4,2.4,18.1,1.02,25.8,80.9,450.7,314.4,0.44,0.12,1.6,1,1.1,19.3,0.09,0.06,1.15,0.32,21.6,0,0.08,32.4,2.19,0,0,0,0.002,0.003,0.004,1.494,0.616,3.055,6.407,0.844,0.016,0.005,0.019,0,0.031,0,0,0.001,3.11,7.28,0.17,0.8,0,11.8,0.143,0.228,0.2,0.2,0.13,0.074,0.166,0.042,0.073,0.107,0.194,0.058,0.184,24.45,0.46,0,4.5,0,38.5,0,0.2,0.3,0,0,לביבות תפוחי אדמה מטוגנות בשמן סויה,מותר
